NIKE INC,"SOFTWARE QUALITY MANAGEMENT ENGINEER, CONSUMER DIGITAL TECH.","104,000","BEAVERTON, OR",02/19/2015,03/02/2015,CERTIFIED
NIKE INC,SOFTWARE QUALITY MANAGEMENT LEAD,"107,000","BEAVERTON, OR",03/10/2015,09/08/2015,WITHDRAWN
NIKE INC,SOFTWARE QUALITY MANAGEMENT LEAD,"107,000","BEAVERTON, OR",03/10/2015,09/08/2015,CERTIFIED
NIKE INC,SOFTWARE QUALITY MANAGER,"111,250","BEAVERTON, OR",05/07/2015,05/15/2015,CERTIFIED
NIKE INC,SOLUTION ARCHITECT - COMMERCE,"140,311","BEAVERTON, OR",07/14/2016,07/18/2016,WITHDRAWN
NIKE INC,SOLUTION ARCHITECT - COMMERCE,"140,311","BEAVERTON, OR",07/14/2016,07/18/2016,CERTIFIED
NIKE INC,SR BI QE ENGINEER - CONSUMER DIGITAL TECHNOLOGY,"103,500","BEAVERTON, OR",03/16/2015,04/01/2015,CERTIFIED
NIKE INC,SR BUSINESS ANALYST,"97,975","BEAVERTON, OR",08/08/2017,08/18/2017,CERTIFIED
NIKE INC,"SR DESIGNER, VISUAL DISPLAY & DESIGN, GLOBAL RETAIL DESIGN","120,000","BEAVERTON, OR",07/14/2015,07/20/2015,CERTIFIED
NIKE INC,SR HADOOP ENGINEER,"112,000","BEAVERTON, OR",05/01/2017,10/02/2017,WITHDRAWN
NIKE INC,SR HADOOP ENGINEER,"118,000","BEAVERTON, OR",05/09/2017,10/02/2017,CERTIFIED
NIKE INC,"SR JAVA APPLICATION ENGINEER, CONSUMER DIGITAL TECHNOLOGY","112,500","BEAVERTON, OR",04/20/2015,05/04/2015,CERTIFIED
NIKE INC,SR RESEARCHER NSRL,"152,530","BEAVERTON, OR",10/06/2016,12/01/2016,CERTIFIED
NIKE INC,"SR RESEARCHER, BIOMECHANICS","163,220","BEAVERTON, OR",03/16/2017,09/12/2017,CERTIFIED
NIKE INC,SR SOFTWARE ENGINEER MARKETPLACE CORE,"114,000","BEAVERTON, OR",03/10/2017,09/08/2017,CERTIFIED
NIKE INC,SR SOFTWARE QUALITY ASSURANCE ENGINEER-CONSUMER DIGITAL TECH,"105,000","BEAVERTON, OR",01/22/2016,01/25/2016,CERTIFIED
NIKE INC,SR TEST ENGINEER,"110,000","BEAVERTON, OR",04/02/2015,04/27/2015,CERTIFIED
NIKE INC,"SR, SOFTWARE ENGINEER","110,020","BEAVERTON, OR",09/11/2017,09/14/2017,CERTIFIED
NIKE INC,SR. APPLICATION ENGINEER,"110,000","BEAVERTON, OR",12/18/2015,12/21/2015,CERTIFIED
NIKE INC,SR. BUSINESS SYSTEMS ANALYST,"105,000","BEAVERTON, OR",12/29/2015,02/01/2016,CERTIFIED
NIKE INC,SR. ENGINEER DATA & ANALYTICS,"110,880","BEAVERTON, OR",12/18/2017,12/19/2017,CERTIFIED
NIKE INC,SR. INLINE INNOVATION FOOTWEAR DESIGNER,"143,270","BEAVERTON, OR",07/28/2017,08/07/2017,CERTIFIED
NIKE INC,SR. JAVA APPLICATION ENGINEER,"120,000","BEAVERTON, OR",09/16/2016,09/20/2016,CERTIFIED
NIKE INC,SR. JAVA ENGINEER (TECH LEAD),"123,610","BEAVERTON, OR",10/10/2014,02/01/2015,CERTIFIED
NIKE INC,SR. JAVA SOFTWARE ENGINEER,"115,000","BEAVERTON, OR",01/22/2015,02/10/2015,CERTIFIED
NIKE INC,"SR. PERFORMANCE ENGINEER, QA ANALYST","110,000","BEAVERTON, OR",10/22/2014,11/10/2014,CERTIFIED
NIKE INC,"SR. SAP BSA, GLOBAL PAYROLL","105,000","BEAVERTON, OR",07/07/2015,08/17/2015,CERTIFIED
NIKE INC,SR. SAP BUSINESS SYSTEMS ANALYST,"100,000","BEAVERTON, OR",09/29/2014,12/12/2014,CERTIFIED
NIKE INC,SR. SAP BUSINESS SYSTEMS ANALYST,"104,000","BEAVERTON, OR",11/25/2013,12/14/2013,CERTIFIED
NIKE INC,SR. SAP BUSINESS SYSTEMS ANALYST,"105,065","BEAVERTON, OR",03/17/2016,07/24/2016,CERTIFIED
NIKE INC,SR. SAP BUSINESS SYSTEMS ANALYST,"105,065","BEAVERTON, OR",06/29/2015,07/15/2015,CERTIFIED
NIKE INC,SR. SOFTWARE ENGINEER,"107,005","BEAVERTON, OR",03/07/2017,09/03/2017,CERTIFIED
NIKE INC,SR. SOFTWARE ENGINEER,"128,000","BEAVERTON, OR",03/20/2017,03/28/2017,CERTIFIED
NIKE INC,"STRATEGIC PLANNER & PROJECT DIRECTOR, GROWTH STRATEGIES","135,000","BEAVERTON, OR",05/01/2015,05/04/2015,CERTIFIED
NIKE INC,STRATEGIC PLANNING DIRECTOR,"170,000","BEAVERTON, OR",12/02/2016,12/19/2016,CERTIFIED
NIKE INC,STRATEGIC PLANNING MANAGER,"110,000","BEAVERTON, OR",03/10/2014,09/09/2014,CERTIFIED
NIKE INC,STRATEGIC PLANNING MANAGER - HUMAN RESOURCES,"130,700","BEAVERTON, OR",03/01/2017,03/20/2017,CERTIFIED
NIKE INC,"STRATEGIC SOURCING ANALYST, DIRECT PROCUREMENT","53,000","BEAVERTON, OR",03/12/2015,09/09/2015,CERTIFIED
NIKE INC,STYLE GUIDE ART DIRECTOR,"159,070","BEAVERTON, OR",01/20/2017,02/05/2017,CERTIFIED
NIKE INC,SUSTAINABILITY SENIOR STRATEGY PLANNING MANAGER,"95,000","BEAVERTON, OR",07/02/2014,07/21/2014,CERTIFIED
NIKE INC,TECH LEAD,"149,550","BEAVERTON, OR",08/11/2017,08/31/2017,CERTIFIED
NIKE INC,TECH LEAD - GO TO MARKET SOLUTIONS,"121,255","BEAVERTON, OR",11/30/2016,01/09/2017,CERTIFIED
NIKE INC,TECH LEAD DATABASE TECHNOLOGIES,"135,000","BEAVERTON, OR",07/13/2017,08/01/2017,CERTIFIED
NIKE INC,"TECH LEAD INTEGRATION ENGINEER, EAI","91,000","BEAVERTON, OR",06/23/2016,07/05/2016,WITHDRAWN
NIKE INC,"TECH LEAD INTEGRATION ENGINEER, EAI","115,000","BEAVERTON, OR",06/23/2016,07/05/2016,WITHDRAWN
NIKE INC,"TECH LEAD INTEGRATION ENGINEER, EAI","115,000","BEAVERTON, OR",06/23/2016,07/05/2016,WITHDRAWN
NIKE INC,"TECH LEAD INTEGRATION ENGINEER, EAI","115,000","HILLSBORO, OR",06/29/2016,08/22/2016,CERTIFIED
NIKE INC,TECHNICAL COORDINATOR,"80,000","BEAVERTON, OR",07/06/2015,07/15/2015,CERTIFIED
NIKE INC,TECHNICAL LEAD,"101,755","BEAVERTON, OR",05/10/2016,09/22/2016,CERTIFIED
NIKE INC,TECHNICAL LEAD,"117,340","BEAVERTON, OR",07/07/2016,11/10/2016,CERTIFIED
NIKE INC,"TECHNOLOGY PRODUCT MANAGER, DEMANDING PLANNING","114,365","BEAVERTON, OR",11/20/2017,11/20/2017,CERTIFIED
NIKE INC,TERRITORY FINANCE DIRECTOR,"145,000","NEW YORK, NY",11/11/2015,01/11/2016,CERTIFIED
NIKE INC,TEST ENGINEER,"85,000","BEAVERTON, OR",06/04/2015,06/15/2015,CERTIFIED
NIKE INC,TEST ENGINEER,"90,000","BEAVERTON, OR",01/22/2015,02/02/2015,CERTIFIED
NIKE INC,TEST ENGINEER,"95,000","BEAVERTON, OR",01/14/2015,02/02/2015,CERTIFIED
NIKE INC,TEST ENGINEER,"97,000","BEAVERTON, OR",08/19/2015,08/31/2015,CERTIFIED
NIKE INC,TRANSFER PRICING DIRECTOR,"131,518","BEAVERTON, OR",06/24/2014,09/18/2014,DENIED
NIKE INC,TRANSFER PRICING DIRECTOR,"131,518","BEAVERTON, OR",06/30/2014,09/18/2014,CERTIFIED
NIKE INC,VICE PRESIDENT OF GLOBAL APPAREL MATERIALS,"293,165","BEAVERTON, OR",07/07/2015,10/01/2015,CERTIFIED
NIKE INC,VISUAL DISPLAY DESIGNER,"123,610","BEAVERTON, OR",03/28/2017,04/10/2017,CERTIFIED
NIKE TN INC,WAVE PLANNING MANAGER,"99,975","MEMPHIS, TN",03/27/2017,03/27/2017,CERTIFIED
NIKE TN INC,WMS BUSINESS SYSTEMS ANALYST,"70,565","MEMPHIS, TN",03/07/2017,09/02/2017,CERTIFIED
NIKE INC,WORKLOAD AUTOMATION ENGINEER,"78,000","BEAVERTON, OR",07/14/2015,08/03/2015,CERTIFIED
